IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Postpone,GWAA,PT Golden Westindo Artajaya Tbk,Consumer Non-Cyclicals Syariah,Food Retail & Distributors,,,,,,,,,,,"Perdagangan Pakan Pembenihan Udang dan Ikan, Pakan Ikan Hias, Peralatan Akuarium dan Pakan Beku Ikan","Puri Indah Financial Tower Lt. 20 Unit 09 – 11 Jl. Puri Lingkar Dalam Blok T.8 RT 001/RW 002, Kembangan Selatan Kec. Kembangan, Kota Jakarta Barat DKI Jakarta 11610",https://www.goldenwestindo.com/,685714300,30.0,AH - SHINHAN SEKURITAS INDONESIA,['AH - SHINHAN SEKURITAS INDONESIA'],2024-09-10,2024-09-18,100,120,,,,2024-09-11,2024-09-12,0.0,
Closed,PTMR,PT Master Print Tbk,Basic Materials Syariah,Containers & Packaging,,Rp 128,,,,,,,,,Bergerak dalam bidang perdagangan sebagai distributor resmi dan penyewaan barang-barang industri pen,,https://www.masterprint.co.id,435000000,22.81,RG - PROFINDO SEKURITAS INDONESIA,['RG - PROFINDO SEKURITAS INDONESIA'],2024-09-20,2024-09-24,125,135,,,,,08 Oct 2024,0.0,
Closed,VERN,PT Verona Indah Pictures Tbk,Consumer Cyclicals Syariah,Entertainment & Movie Production,,Rp 195,,,,,,,,,"Aktivitas Produksi, Pasca Produksi, serta Distribusi Film, Video, dan Program Televisi oleh Swasta","Graha Arteri Mas , Jalan Panjang No.68, Kav.38-39, Kel. Kedoya Selatan, Kec. Kebon Jeruk, Jakarta Barat, DKI Jakarta",https://www.veronapictures.co.id/,1121650000,23.54,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2024-09-18,2024-09-25,190,195,,,,,08 Oct 2024,0.5,216.0
Closed,NEST,PT Esta Indonesia Tbk,Consumer Non-Cyclicals Syariah,"Fish, Meat, & Poultry",Pengembangan,Rp 200,0.35,0.007407407407407408,0.07352941176470588,-0.0547945205479452,-0.050724637681159424,0.0916030534351145,-0.04195804195804196,0.75,Bergerak dalam bidang Pembibitan dan Budidaya Burung Walet dan Perdagangan Besar Sarang Burung Walet,"Terboyo Industri II/2, Terboyo Megah Industri, Semarang 50112 - Indonesia",https://www.estaindonesia.co.id,822500000,20.0,HD - KGI SEKURITAS INDONESIA,['HD - KGI SEKURITAS INDONESIA'],2024-07-22,2024-07-24,160,200,2024-08-01,2024-08-06,2024-08-06,2024-08-07,08 Aug 2024,0.0,
Closed,DOSS,PT Global Sukses Digital Tbk,Consumer Cyclicals Syariah,Electronics Retail,Pengembangan,Rp 135,0.34814814814814815,0.34065934065934067,0.040983606557377046,-0.05511811023622047,-0.025,-0.017094017094017096,-0.008695652173913044,0.43703703703703706,Perdagangan Eceran Alat Fotografi dan Perlengkapannya,"Jl. Tebah No. 4., Kel. Gunung, Kec. Kebayoran Baru, Jakarta Selatan",https://www.globalsuksesdigital.com,450000000,26.09,IF - SAMUEL SEKURITAS INDONESIA,['IF - SAMUEL SEKURITAS INDONESIA'],2024-07-22,2024-07-26,130,135,2024-08-01,2024-08-05,2024-08-05,2024-08-06,07 Aug 2024,0.0,
Closed,LABS,PT UBC Medical Indonesia Tbk,Healthcare Syariah,Healthcare Equipment,Pengembangan,Rp 102,0.3431372549019608,0.34306569343065696,0.06521739130434782,-0.1326530612244898,0.058823529411764705,-0.044444444444444446,0.0,0.4411764705882353,Distributor Alat Kesehatan,"Kawasan Industri Pulogadung, Jl. Rawagelam V, Blok L, No Kav 11-13, Kel. Jatinegara Kec. Cakung Jakarta Timur, Jakarta",https://www.ubcindonesia.com,700000000,18.0,YJ - LOTUS ANDALAN SEKURITAS,['YJ - LOTUS ANDALAN SEKURITAS'],2024-06-19,2024-06-26,100,105,2024-07-02,2024-07-08,2024-07-08,2024-07-09,10 Jul 2024,0.0,
Closed,GOLF,PT Intra GolfLink Resorts Tbk,Consumer Cyclicals Syariah,Recreational & Sports Facilities,Utama,Rp 200,0.35,0.007407407407407408,-0.11764705882352941,0.0,-0.041666666666666664,-0.05217391304347826,0.027522935779816515,0.12,"Bergerak Dalam Bidang Jasa Konsultasi Manajemen dan Pengelolaan Lapangan Golf, Pengembangan Properti","Desa Kadumanggu, Kecamatan Madang Bogor 16810 – Jawa Barat",https://www.golflinkresorts.co.id/id,1950000000,10.0,IF - SAMUEL SEKURITAS INDONESIA,"['IF - SAMUEL SEKURITAS INDONESIA', 'CP - KB VALBURY SEKURITAS', 'LG - TRIMEGAH SEKURITAS INDONESIA TBK.', 'MG - SEMESTA INDOVEST SEKURITAS']",2024-06-20,2024-06-25,200,230,2024-07-02,2024-07-04,2024-07-04,2024-07-05,08 Jul 2024,0.0,
Closed,GUNA,PT. Gunanusa Eramandiri Tbk.,Consumer Non-Cyclicals,Processed Foods,Pengembangan,Rp 150,0.3466666666666667,0.24752475247524752,0.24603174603174602,-0.050955414012738856,-0.020134228187919462,0.0547945205479452,-0.03896103896103896,1.0666666666666667,"Industri makanan dari kedele dan kacang-kacangan lainnya bukan kecap, tempe dan tahu","Kawasan Industri BIIE Hyundai Jl. Inti I Kav. 3 No. 3 Kelurahan Cibatu, Kecamatan Cikarang Selatan, Kabupaten Bekasi, Provinsi Jawa Barat 17550",https://www.gunanusaeramandiri.com,5.000.000 Lot,20%,GR - PANIN SEKURITAS TBK.,GR - PANIN SEKURITAS TBK.,2024-06-20,2024-06-26,100,150,2024-07-02,2024-07-05,2024-07-05,2024-07-08,09 Jul 2024,0.0,
Closed,BLES,PT Superior Prima Sukses Tbk,Basic Materials Syariah,Construction Materials,Utama,Rp 183,0.3442622950819672,0.24390243902439024,-0.10457516339869281,0.0072992700729927005,-0.06521739130434782,-0.03875968992248062,0.024193548387096774,0.3005464480874317,Industri Bata Ringan dan Semen Mortar,,https://superiorprimasukses.com,1313824000,15.0,YJ - LOTUS ANDALAN SEKURITAS,['YJ - LOTUS ANDALAN SEKURITAS'],2024-06-11,2024-06-20,175,185,2024-07-01,2024-07-04,2024-07-04,2024-07-05,08 Jul 2024,0.0,
Closed,ISEA,PT Indo American Seafoods Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,Rp 250,0.248,0.02564102564102564,0.1875,0.23157894736842105,-0.24786324786324787,0.005681818181818182,0.06779661016949153,-0.636,"Industri Pembekuan Biota Air Lainnya, Industri Makanan dan Masakan Olahan, Industri Berbasis Daging","Jl. Ir. Sutami KM 13, Desa Sukanegara, Kecamatan Tanjung Bintang, Kabupaten Lampung Selatan, Provinsi Lampung, Indonesia – 35361.",https://www.indoamericanseafoods.com/,2.900.000 Lot,20.86%,CP - KB VALBURY SEKURITAS,CP - KB VALBURY SEKURITAS,2024-06-14,2024-06-24,220,250,2024-07-01,2024-07-04,2024-07-04,2024-07-05,08 Jul 2024,0.5,Rp 226
Closed,PART,PT Cipta Perdana Lancar Tbk,Consumer Cyclicals,Auto Parts & Equipment,Pengembangan,Rp 105,0.24761904761904763,-0.16030534351145037,0.05454545454545454,0.05172413793103448,0.05737704918032787,-0.007751937984496124,0.0390625,0.3047619047619048,"Perseroan bergerak di bidang Manufaktur Komponen Suku Cadang Otomotif, Elektronik dan Sanitasi","Jl. Prabu Siliwangi KM 0,5 Keroncong, Kec. Jatiuwung, Kota Tangerang Banten 15134",https://www.ciptaperdanalancar.com,6.800.000 Lot,25%,EP - MNC SEKURITAS,EP - MNC SEKURITASAO - ERDIKHA ELIT SEKURITASCP - KB VALBURY SEKURITAS,2024-06-14,2024-06-24,100,105,2024-07-01,2024-07-03,2024-07-03,2024-07-04,05 Jul 2024,1.0,Rp 110
Closed,SPRE,PT Soraya Berjaya Indonesia Tbk,Consumer Cyclicals Syariah,Apparel & Textile Retail,Akselerasi,Rp 125,0.096,0.0948905109489051,-0.02666666666666667,0.0958904109589041,0.1,0.09659090909090909,0.09844559585492228,0.528,industri dan perdagangan barang jadi keperluan rumah tangga,"Jl. Bandes, Keluarahan Aie Pacah, Kecamatan Koto Tangah, Kota Padang, Sumatera Barat 25176",https://sorayaberjaya.id/,240000000,30.0,EP - MNC SEKURITAS,['EP - MNC SEKURITAS'],2024-06-10,2024-06-12,120,130,2024-06-27,2024-07-01,2024-07-01,2024-07-02,03 Jul 2024,0.0,
Closed,BATR,PT Benteng Api Technic Tbk,Basic Materials Syariah,Construction Materials,Pengembangan,Rp 110,0.09090909090909091,-0.06666666666666667,-0.13392857142857142,0.05154639175257732,-0.12745098039215685,-0.056179775280898875,0.10714285714285714,-0.2818181818181818,Manufaktur & Perdagangan produk Refraktori (Material Tahan Api) dan Insulasi Tahan Panas beserta J,"Jl. Kebraon II No. 103 A, Surabaya, Jawa Timur 60222",https://bentengapi.com/,620000000,21.0,HD - KGI SEKURITAS INDONESIA,['HD - KGI SEKURITAS INDONESIA'],2024-05-17,2024-05-21,100,115,2024-06-03,2024-06-06,2024-06-06,2024-06-07,10 Jun 2024,1.0,300.0
Closed,SOLA,PT Xolare RCR Energy Tbk,Basic Materials Syariah,Construction Materials,Pengembangan,Rp 110,0.34545454545454546,-0.02027027027027027,0.296551724137931,0.3404255319148936,-0.25,-0.3492063492063492,-0.34959349593495936,-0.5454545454545454,"Perdagangan Aspal, Industri Pengolahan Aspal dan Jasa Konstruksi","Gedung Plaza Simatupang Lt. 6, Jl. TB Simatupang Kav. IS No. 01 Pondok Pinang, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 12310",https://www.xolare.co.id/,656250000,20.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2024-04-16,2024-04-19,100,110,2024-05-02,2024-05-06,2024-05-06,2024-05-07,08 May 2024,0.0,
Closed,DATA,PT Remala Abadi Tbk,Technology Syariah,IT Services & Consulting,Pengembangan,Rp 188,0.3404255319148936,0.24603174603174602,0.14012738853503184,0.1452513966480447,0.06341463414634146,-0.13761467889908258,-0.12234042553191489,2.4574468085106385,"ISP, jaringan tetap berbasis kabel/tanpa kabel, dan konsultasi IT","Graha Mustika Ratu Jalan Gatot Subroto No.74-75, Jakarta Selatan DKI Jakarta 12870",https://remala.id,275000000,20.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2024-04-05,2024-04-22,188,208,2024-04-29,2024-05-03,2024-05-03,2024-05-06,07 May 2024,0.0,
Closed,MHKI,PT Multi Hanna Kreasindo Tbk,Industrials Syariah,Environmental & Facilities Services,Pengembangan,Rp 160,0.35,0.25,0.24444444444444444,0.21428571428571427,-0.25,0.09803921568627451,0.13690476190476192,-0.16875,Pengelolaan (treatment) Limbah Bahan Berbahaya dan Beracun (B3) dan Non B3 serta Perdagangan Besar,"Jl. Raya Narogong Km 12, Pangkalan II No. 23, Cikiwul Kec. Bantar Gebang, Kota Bekasi, Jawa Barat 17152 Telepon: +62 21 8250196 Fax: +62 21 82601939",https://www.multihanna.co.id/,750000000,20.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2024-03-20,2024-03-22,160,200,2024-04-02,2024-04-04,2024-04-04,2024-04-05,16 Apr 2024,0.0,
Closed,ATLA,PT Atlantis Subsea Indonesia Tbk,Energy Syariah,"Oil, Gas & Coal Equipment & Services",Pengembangan,Rp 100,0.35,0.34814814814814815,0.34065934065934067,-0.13114754098360656,0.24528301886792453,-0.25,0.12121212121212122,-0.5,Bergerak dalam Bidang Survei dan Layanan untuk Perusahaan Energi,,https://www.atlantissubsea.com,1200000000,19.0,SH - ARTHA SEKURITAS INDONESIA,['SH - ARTHA SEKURITAS INDONESIA'],2024-03-19,2024-03-22,100,120,2024-04-02,2024-04-04,2024-04-04,2024-04-05,16 Apr 2024,1.45,300.0
Closed,AREA,PT Dunia Virtual Online Tbk,Technology,IT Services & Consulting,Pengembangan,Rp 131,0.061068702290076333,-0.22302158273381295,-0.07407407407407407,0.16,-0.02586206896551724,-0.017699115044247787,0.0,0.816793893129771,Jasa penyewaan colocation dan aktivitas terkait lainnya,"Jl. Raya Tapos No.31 Cimpaeun, Kec. Tapos, Kota Depok Jawa Barat 16459",https://www.area31.id,5.100.000 Lot,20.08%,GR - PANIN SEKURITAS TBK.,GR - PANIN SEKURITAS TBK.,2024-03-05,2024-03-13,121,131,2024-03-21,2024-03-27,2024-03-27,2024-03-28,01 Apr 2024,0.0,
Canceled,CABR-C1,PT Cahaya Bumi Rezeki Tbk,Basic Materials,Diversified Forest,,,,,,,,,,,Bergerak Dalam Jasa Penunjang Pertanian Lainnya,"Sentra Industri Terpadu Blok E2 nomor 18 Jl. Pantai Indah Selatan Jakarta - Indonesia, 14470",https://www.cahayabumirezeki.com,300000000,23.0,AH - SHINHAN SEKURITAS INDONESIA,['AH - SHINHAN SEKURITAS INDONESIA'],2024-03-19,2024-03-21,95,100,,,,,,0.0,
Closed,VISI,PT Satu Visi Putra Tbk,Consumer Discretionary,Office Supplies,Pengembangan,Rp 120,0.275,-0.1830065359477124,-0.104,0.17857142857142858,-0.06818181818181818,-0.016260162601626018,0.03305785123966942,1.0666666666666667,"Perdagangan Besar untuk Bahan Advertising dan Printing seperti Banner, Display, Tinta dan PVC Board","Jl. Greges Jaya II Blok B19 Kec. Asemrowo, Kel. Tambak Sarioso Kota Surabaya, Jawa Timur 60184",https://satuvisiputra.com/id/,6.150.000 Lot,20%,SF - SURYA FAJAR SEKURITAS,SF - SURYA FAJAR SEKURITAS,2024-01-29,2024-02-05,110,120,2024-02-21,2024-02-23,2024-02-23,2024-02-26,27 Feb 2024,0.0,
Closed,BAIK,PT Bersama Mencapai Puncak Tbk,Energy,Restaurants,Pengembangan,Rp 278,-0.2446043165467626,-0.24761904761904763,-0.0759493670886076,-0.0958904109589041,-0.06818181818181818,-0.13008130081300814,-0.056074766355140186,-0.7446043165467626,"Mengelola rumah makan, kemitraan rumah makan, serta perdagangan bahan baku","Jl. Raya Regency Kav. 9 No. 5, Kabupaten Malang, Jawa Timur, 65153.",https://ptbersamamencapaipuncak.com/,2.250.000 Lot,20%,EP - MNC SEKURITAS,EP - MNC SEKURITASHD - KGI SEKURITAS INDONESIA,2024-01-19,2024-01-24,268,278,2024-02-02,2024-02-12,2024-02-12,2024-02-13,15 Feb 2024,1.0,Rp 400
Closed,HYGN,PT Ecocare Indo Pasifik Tbk,Consumer Discretionary,Environmental & Facilities Services,Pengembangan,Rp 145,0.13793103448275862,-0.14545454545454545,0.10638297872340426,0.08974358974358974,0.023529411764705882,0.0,0.022988505747126436,-0.0896551724137931,Jasa Pengelolaan dan Penyewaan alat-alat Higienitas dan Sanitasi Ruangan beserta produk pendukungnya,"Gedung Infinia Park, Jl. Dr. Saharjo No. 45 Blok A No. 55, Manggarai, Tebet, Jakarta Selatan 12850",https://www.ecocare.id/,5.250.000 Lot,20.79%,HD - KGI SEKURITAS INDONESIA,HD - KGI SEKURITAS INDONESIA,2024-01-19,2024-01-24,135,145,2024-02-01,2024-02-07,2024-02-07,2024-02-12,13 Feb 2024,0.0,
Closed,MEJA,PT Harta Djaya Karya Tbk,Energy,Home Furnishings,Akselerasi,Rp 103,0.0970873786407767,-0.07079646017699115,-0.01904761904761905,-0.019417475728155338,0.06930693069306931,-0.018518518518518517,-0.02830188679245283,0.7184466019417476,"Konsultansi Desain, Pelaksana Konstruksi Interior, Pabrikasi Furnitur","Jl. Bintaro Raya No.8A, Kby. Lama Selatan, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta. Kode Pos: 12240",https://interra.co.id/,4.800.000 Lot,25.03%,EP - MNC SEKURITAS,EP - MNC SEKURITASAO - ERDIKHA ELIT SEKURITAS,2024-01-18,2024-01-24,100,103,2024-01-31,2024-02-06,2024-02-06,2024-02-07,12 Feb 2024,1.0,Rp 115
Closed,MKAP,PT Multikarya Asia Pasifik Raya Tbk,Financials,"Oil, Gas & Coal Equipment & Services",Pengembangan,Rp 115,0.34782608695652173,0.3419354838709677,0.17307692307692307,0.00819672131147541,0.016260162601626018,0.024,-0.0546875,2.0782608695652174,"Manufaktur, Jasa Perdagangan, Penyewaan, Perbaikan, Suku Cadang Pompa Industri Migas & Pertambangan","Cibis Nine lt 16, JL TB Simatupang No 02, Jakarta Selatan, 12560, Indonesia",https://www.mkapr.co.id/,6.500.000 Lot,20%,YJ - LOTUS ANDALAN SEKURITAS,YJ - LOTUS ANDALAN SEKURITAS,2024-01-18,2024-01-25,105,120,2024-02-02,2024-02-06,2024-02-06,2024-02-07,12 Feb 2024,0.0,
Closed,MPIX,PT Mitra Pedagang Indonesia Tbk,Telecom,Online Applications & Services,Pengembangan,Rp 268,0.2462686567164179,-0.24550898203592814,-0.25,-0.2857142857142857,0.05185185185185185,-0.04225352112676056,-0.007352941176470588,-0.7201492537313433,"Penyedia Platform Digital untuk UMKM, dan E-Commerce.","Ruko Khayangan Residence Blok RA-11, Lantai 2, Jalan Halim Perdana Kusuma, Bangkalan 69119, Jawa Timur",https://www.mpstore.co.id,3.125.000 Lot,20%,DR - RHB SEKURITAS INDONESIA,DR - RHB SEKURITAS INDONESIAHD - KGI SEKURITAS INDONESIA,2024-01-17,2024-01-24,256,268,2024-01-31,2024-02-05,2024-02-05,2024-02-06,07 Feb 2024,0.5,Rp 850
Closed,ALII,PT Ancara Logistics Indonesia Tbk,Financials,,Utama,Rp 272,0.25,0.17647058823529413,0.02,-0.03431372549019608,0.04568527918781726,0.22572815533980584,0.24752475247524752,0.5294117647058824,"Jasa Pengangkutan Laut dan Transshipment, serta Intermediate Stockpile melalui Perusahaan Anak","Bakrie Tower Lantai 15, Komplek Rasuna Epicentrum, Jalan H.R. Rasuna Said, Kelurahan Karet Kuningan, Kecamatan Setiabudi, Kota Administrasi Jakarta Selatan, 12940",https://www.ancaralogistics.co.id,31.651.600 Lot,20%,KI - CIPTADANA SEKURITAS ASIA,KI - CIPTADANA SEKURITAS ASIAIF - SAMUEL SEKURITAS INDONESIA,2024-01-17,2024-01-24,268,278,2024-02-01,2024-02-05,2024-02-05,2024-02-06,07 Feb 2024,0.0,
Closed,LIVE,PT Homeco Victoria Makmur Tbk,Energy,Household Appliances,Pengembangan,Rp 148,0.17567567567567569,-0.05747126436781609,-0.018292682926829267,0.06832298136645963,0.01744186046511628,-0.011428571428571429,-0.017341040462427744,0.2702702702702703,Perdagangan Besar Peralatan dan Perlengkapan Rumah Tangga,"Jl. Kebon Jeruk Raya No. 1A-C, Kel. Kebon Jeruk Kec. Kebon Jeruk, Kota Adm. Jakarta Barat Provinsi DKI Jakarta, 11530, Indonesia",http://www.homeco.co.id,8.083.500 Lot,17.6%,IF - SAMUEL SEKURITAS INDONESIA,IF - SAMUEL SEKURITAS INDONESIAAR - BINAARTHA SEKURITAS,2024-01-19,2024-01-24,136,181,2024-02-02,2024-02-06,2024-02-06,2024-02-07,12 Feb 2024,0.0,
Closed,UNTD,PT Terang Dunia Internusa Tbk.,Energy,Sport Equipment & Hobbies Goods,Pengembangan,Rp 240,-0.03333333333333333,-0.13793103448275862,-0.115,-0.011299435028248588,-0.04,0.21428571428571427,-0.029411764705882353,-0.4666666666666667,Bergerak di Industri Sepeda dan Industri Sepeda Motor Roda Dua dan Tiga.,"Jl. Alam Sutera Boulevard No. kav. 12A, Pakulonan, Kec. Serpong utara, Kota Tangerang Selatan, Banten 15325",https://www.TerangDuniaInternusa.com,16.666.667 Lot,25%,YP - MIRAE ASSET SEKURITAS INDONESIA,YP - MIRAE ASSET SEKURITAS INDONESIAOD - BRI DANAREKSA SEKURITAS,2024-01-11,2024-01-22,170,240,2024-02-01,2024-02-05,2024-02-05,2024-02-06,07 Feb 2024,0.0,
Closed,TOSK,PT Topindo Solusi Komunika Tbk,Telecom,Online Applications & Services,Pengembangan,Rp 125,0.04,-0.13076923076923078,-0.1415929203539823,-0.010309278350515464,-0.03125,-0.07526881720430108,-0.011627906976744186,-0.352,Platform Teknologi untuk Tujuan Komersil,"Jalan P. Diponegoro No. 19, Kel. Pasiran, Kec Singkawang Barat, Kota Singkawang, Prov Kalimantan Barat 79123",https://topindoku.co.id/,8.750.000 Lot,20%,EP - MNC SEKURITAS,EP - MNC SEKURITASAO - ERDIKHA ELIT SEKURITAS,2024-01-15,2024-01-19,115,125,2024-02-01,2024-02-05,2024-02-05,2024-02-06,07 Feb 2024,0.3,Rp 145
Closed,SMGA,PT Sumber Mineral Global Abadi Tbk,Utilities,Diversified Metals & Minerals,Pengembangan,Rp 105,0.34285714285714286,-0.0851063829787234,-0.10077519379844961,0.008620689655172414,-0.017094017094017096,0.0,-0.09565217391304348,-0.1619047619047619,Bergerak dalam bidang Perdagangan Besar Bijih Nikel dan Batubara,"Graha BIP Lantai 2, Jl. Gatot Subroto Kav. 23, Jakarta Selatan 12930, Indonesia",https://www.smgagroup.com,17.500.000 Lot,20%,MI - VICTORIA SEKURITAS INDONESIA,MI - VICTORIA SEKURITAS INDONESIA,2024-01-08,2024-01-11,100,105,2024-01-24,2024-01-26,2024-01-26,2024-01-29,30 Jan 2024,0.0,
Closed,GRPH,PT Griptha Putra Persada Tbk,Energy,"Hotels, Resorts & Cruise Lines",Pengembangan,Rp 103,0.14563106796116504,-0.0847457627118644,-0.07407407407407407,-0.02,-0.12244897959183673,-0.03488372093023256,-0.07228915662650602,-0.5145631067961165,"Bergerak di Bidang Hotel Bintang, Restoran, dan MICE.","Jl. AKBP R. Agil Kusumadya No. 100, Jati Wetan, Kecamatan Jati, Kabupaten Kudus, Jawa Tengah 59346, Indonesia.",https://www.griptha.com,2.000.000 Lot,20%,SA - ELIT SUKSES SEKURITAS,SA - ELIT SUKSES SEKURITAS,2023-12-20,2023-12-28,100,105,2024-01-12,2024-01-16,2024-01-16,2024-01-17,18 Jan 2024,0.0,
Closed,MANG,PT Manggung Polahraya Tbk,Materials,Heavy Constructions & Civil Engineering,Akselerasi,Rp 100,-0.1,-0.1,0.0,-0.18518518518518517,0.09090909090909091,0.09722222222222222,-0.05063291139240506,-0.2,"Jasa Konstruksi Gedung, Pembangunan Infrastruktur Jalan, Produksi Aspal Hot Mix & Beton Ready Mix","Jl. Pondok Pinang Raya No.1, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 12310",https://www.manggungpolahraya.co.id/,7.625.000 Lot,20%,PG - PANCA GLOBAL SEKURITAS,PG - PANCA GLOBAL SEKURITAS,2023-12-14,2023-12-18,90,110,2024-01-03,2024-01-09,2024-01-09,2024-01-10,11 Jan 2024,0.3,Rp 125
Closed,ACRO,PT Samcro Hyosung Adilestari Tbk,Energy,Textiles,Pengembangan,Rp 108,0.3425925925925926,-0.15172413793103448,0.0,-0.08943089430894309,-0.044642857142857144,0.1588785046728972,-0.07258064516129033,-0.25925925925925924,Bergerak dalam industri dan perdagangan Hook dan Loop,"Jl. Raya Serang KM 17,2 Desa Bojong Kecamatan Cikupa, Kabupaten Tangerang Banten, 15710",https://www.samcro.co.id,6.938.280 Lot,20%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,2023-12-15,2023-12-22,103,108,2024-01-03,2024-01-09,2024-01-09,2024-01-10,11 Jan 2024,0.33,Rp 186
Closed,MSJA,PT Multi Spunindo Jaya Tbk,Consumer Staples,Personal Care Products,Utama,Rp 300,0.15333333333333332,0.23699421965317918,-0.10747663551401869,0.0,-0.015706806282722512,0.026595744680851064,0.0,0.12,Industri Nonwoven,"Desa Jabaran, Kecamatan Balongbendo, Krian, Sidoarjo, Jawa Timur, Indonesia 61263",https://www.spunindo.com,8.823.529 Lot,15%,OD - BRI DANAREKSA SEKURITAS,OD - BRI DANAREKSA SEKURITASLS - RELIANCE SEKURITAS INDONESIA TBK.,2023-12-18,2023-12-21,250,350,2024-01-03,2024-01-08,2024-01-08,2024-01-09,10 Jan 2024,0.0,
Closed,SMLE,PT Sinergi Multi Lestarindo Tbk,Basic Materials,Basic Chemicals,Pengembangan,175.0,0.3485714285714286,0.2457627118644068,-0.24489795918367346,0.0,-0.17567567567567569,0.01092896174863388,0.032432432432432434,-0.5085714285714286,"Perdagangan Bahan Kimia Khusus untuk Bahan Baku Makanan & Minuman, Perawatan Diri dan Kimia Industri","Business Park Kebon Jeruk Blok I 5-6, Jl. Raya Meruya Illir, Kav.88, Meruya Utara, Kembangan, Jakarta Barat 11620",https://www.ptsml.id,465625000,20.0,EP - MNC SEKURITAS,"['EP - MNC SEKURITAS', 'AO - ERDIKHA ELIT SEKURITAS']",2023-12-15,2023-12-22,175,190,2024-01-03,2024-01-08,2024-01-08,2024-01-09,2024-01-10,0.5,200.0
Closed,NICE,PT Adhi Kartiko Pratama Tbk.,Utilities,Diversified Metals & Minerals,Pengembangan,Rp 438,0.19863013698630136,0.13333333333333333,0.24369747899159663,-0.24324324324324326,0.0,0.24107142857142858,0.10071942446043165,-0.045662100456621,Bergerak dalam Pertambangan Bijih Nikel,"Jalan Sorumba Nomor 80, Desa/Kelurahan Anaiwoi, Kec. Kadia, Kota Kendari, Provinsi Sulawesi Tenggara Indonesia - 93118",https://www.akp.co.id,12.164.040 Lot,20%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITASLG - TRIMEGAH SEKURITAS INDONESIA TBK.CP - KB VALBURY SEKURITAS,2023-12-15,2023-12-21,430,530,2024-01-03,2024-01-05,2024-01-05,2024-01-08,09 Jan 2024,0.0,
Closed,CGAS,PT Citra Nusantara Gemilang Tbk,Financials,Oil & Gas Storage & Distribution,Pengembangan,Rp 338,0.2485207100591716,0.018957345971563982,0.22093023255813954,0.24761904761904763,-0.24885496183206107,0.0,0.0975609756097561,-0.650887573964497,Perdagangan dan Distribusi Gas Alam,"Jl. Kalimalang No.126, Tegal Gede, Kelurahan Pasirsari, Kecamatan Cikarang Selatan, Kabupaten Bekasi, Provinsi Jawa Barat 17530 Indonesia",https://cng.co.id/,5.314.290 Lot,30%,PO - PILARMAS INVESTINDO SEKURITAS,PO - PILARMAS INVESTINDO SEKURITAS,2023-12-14,2023-12-19,284,338,2024-01-02,2024-01-04,2024-01-04,2024-01-05,08 Jan 2024,0.5,Rp 306
Closed,ASLI,PT Asri Karya Lestari Tbk,Materials,Heavy Constructions & Civil Engineering,Pengembangan,Rp 100,-0.11,-0.3258426966292135,-0.016666666666666666,-0.03389830508474576,0.07017543859649122,-0.06557377049180328,0.0,-0.5,"Perseroan bergerak dalam bidang General Contractor khususnya pekerjaan pondasi, erection, bekisting","Ruko Sentra Niaga Kalimalang B2 No3 Jl. Jend. Ahmad Yani, Bekasi, Jawa Barat 17144",https://www.asrikaryalestari.co.id,12.500.000 Lot,20%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,2023-12-12,2023-12-18,100,130,2023-12-29,2024-01-03,2024-01-03,2024-01-04,05 Jan 2024,0.0,
